id,ckpt,n_atoms,n_basis,n_occ,t_fock_s,method,f1_res_fro,f1_res_max,f1_res_occ,f1_res_frontier,f1_grad,f1_pt1_homo,f1_pt1_lumo,f1_dhomo,f1_dlumo,f1_gap,gap_hat,f1_sB_homo,f1_sB_lumo,ref_dhomo_F1,ref_dlumo_F1,ref_res_true
68,id,11,100,20,1.1078574657440186,df-g1,0.033284310626830814,0.008128448032362456,0.008230813733017884,0.003432845441729143,0.02973172316329055,0.003300218240904685,0.0007195369140057135,0.003315564120006387,0.0007135599840336453,0.23567251363431663,0.23827451777028938,0.015497685359190685,0.005401855820346527,0.002443819897540611,-0.0006461161657887599,0.019578480813941722
70,id,12,105,20,1.1928212642669678,df-g1,0.02339483442696382,0.003944905521930053,0.0041002787845088266,0.00280621092937457,0.020051651712785883,-0.0010434590914419617,0.0011825415642725847,-0.0011061378108524478,0.0011027357436822482,0.2799196523244261,0.2777107787698914,0.009631643402395959,0.030282091080291926,-0.0003708121413935894,0.0002335014071408112,0.015030000557310956
74,id,11,100,20,1.1255772113800049,df-g1,0.020576019114956982,0.004913566260679403,0.004927350625586582,0.00151920996517685,0.023169973781872036,0.0010037629310866505,0.0013658891791719257,0.000990271151958988,0.0013544952587770387,0.28540328993884095,0.28503906583202293,0.010317022713532166,0.007399119880504052,0.0011060952251585876,0.00019231229871802778,0.015476230919896536
91,id,15,120,20,1.8286852836608887,df-g1,0.011301715130649816,0.0032031763071813657,0.003226244127047769,0.0009871585068843927,0.010044199612222459,-0.00017745645267422784,0.0005935406061243621,-0.00018094183481659476,0.0003196573879651818,0.3548698237775765,0.3543692245547947,0.0230896384937593,0.05618405744469863,-0.00013248797689224823,-4.179671591818257e-05,0.010615677149681261
98,id,14,115,20,1.6082546710968018,df-g1,0.016130425773198696,0.00489324517435108,0.004891883890721375,0.0015139275007727564,0.016710087541958806,0.00011581179164968784,0.0008859306620820473,9.513857234857981e-05,0.0006527789973228004,0.28091643044441905,0.2803587900194448,0.006983019855401427,0.04590312132083457,0.00014035826435349064,0.00017216265937781278,0.014055068040623819
108,id,9,90,19,0.849623441696167,df-g1,0.0440864513294817,0.01094181839279429,0.011029992195643865,0.003046967480023753,0.035428790580645825,-0.0029059426276279105,0.002380340800711809,-0.0028121215922706777,0.0023094069923470344,0.2276296609936868,0.2225081324090691,0.05749412689096764,0.031072870676170435,-0.0019381590051894548,-0.0006991481786577033,0.022986796156855872
111,id,9,90,17,0.847489595413208,df-g1,2.323062199164559,0.35595404041721324,2.6522816546327683,0.19951838918130016,0.9002880682022089,-0.19524739295437632,-0.15026840543521836,-0.14125277566409872,0.05597081660677328,0.19722420663137438,6.14360502387834e-07,0.7766770535089289,0.6431618772477531,-0.140323142565718,-0.17611404971071948,0.023822451845559568
113,id,9,90,18,0.8279111385345459,df-g1,0.10471872583299745,0.033263397807463235,0.03331150645342251,0.47899527666572334,0.07611189689743961,-0.004945900049210852,0.04681378379048691,-0.012410457476881742,-0.0010179109482775228,0.2120146103850793,0.20062206385647507,0.09689433659442993,0.31307560554577707,-0.014319398496002445,-0.00597115873127306,0.02026158379375073
116,id,12,105,20,1.2265443801879883,df-g1,0.03367906935254591,0.006053850055685928,0.006181980012115671,0.009715538280335856,0.0337120494394241,-0.0008716257040952281,0.0030725253446393127,-0.0008535350290626298,0.003011801506389449,0.2706229966793194,0.2667576601438673,0.01780218637940198,0.019838586501164854,-0.0006454469455889345,0.0001601276622982782,0.026011574992468953
123,id,10,95,19,0.9770359992980957,df-g1,0.02375573521827353,0.0058696707400685,0.005837130116404602,0.0016271897390544331,0.025390302749765933,0.0007882785952990092,0.00034577874336973153,0.0007837981935137073,-0.0004951160276098626,0.3192010747655317,0.3204799889866553,0.0037609889507197935,0.10602805541942191,0.0006078204571825507,-0.0005635400126812323,0.020431021565006743
124,id,13,110,20,1.418808937072754,df-g1,0.016900658098622935,0.0038940727712919454,0.004036955889346266,0.0013797796282254123,0.018183729821350043,-0.0006820218926217844,0.0011569838056701093,-0.0007172000367609566,0.001105211902374264,0.22880583161990872,0.2269834196807735,0.007954804775363283,0.01587016662345575,-0.0004756388755269847,-4.907529146149642e-05,0.014824563155202832
126,id,11,100,20,1.0959489345550537,df-g1,0.02242355047738898,0.004020553527354309,0.004270441538503943,0.002688168750764235,0.02302624777433042,0.002119463627729369,0.0016073785989273565,0.002092098356826555,0.00157796113308511,0.28386036683091026,0.2843745040546517,0.01134967238621651,0.015754518842768562,0.002059630081761188,0.0009012206647330354,0.016620840077797544
130,id,15,120,21,1.7294976711273193,df-g1,0.013802877180453905,0.0029809031234826477,0.0029973346098779614,0.0009738993931894997,0.014314148915232175,-0.00016089642325421875,0.0008250218393219706,-0.00016280375136035197,0.0006996953808554723,0.3189614315307564,0.3180989323985406,0.0027431097271525917,0.031916965904119854,-0.00014813799125656946,-6.40318300010323e-05,0.012526824666005913
134,id,13,110,21,1.4210939407348633,df-g1,0.01689335482398765,0.0037242148810925357,0.0037929360201380178,0.0006833485455338719,0.017829658253593495,-0.0006544844314956942,3.9377509536462434e-05,-0.0006565584716136663,-1.2995852304471811e-05,0.31375169129093233,0.3131081286716232,0.0020622588697475123,0.01735976158411549,-0.00033681894021064807,-0.000251805703517842,0.014202132692100468
138,id,10,95,18,0.9779667854309082,df-g1,0.022087323083759557,0.0046480206948658065,0.004632363689030353,0.0011001314207850076,0.0174050074705099,0.0004841338517212732,-0.0005272573201628934,0.000490229948121701,-0.0009353701055061503,0.31798394422732784,0.3194095442809557,0.014167067972207495,0.037535549266702425,0.0004541904590221191,0.00013994166245863762,0.01312616086301818
141,id,11,100,19,1.5496139526367188,df-g1,0.019922364066807915,0.003979832847871734,0.003980801634274602,0.0027156867973194706,0.0180992574393437,0.0012339350052631964,0.0022658087960192707,0.001184843399192781,0.00223515955290271,0.23128349548773516,0.23023317933402523,0.01178794769101748,0.011994360681155204,0.0007826684946731777,0.00039289833342137995,0.015757871951113667
170,id,6,75,18,0.6032629013061523,df-g1,0.037112204656654456,0.009846817521406592,0.009846294022442534,0.002417165304729026,0.037825263791079394,-0.001452220285141252,0.0016185823005385792,-0.001219855390790725,0.001616475511817525,0.25927714140218533,0.25644081049957707,0.14958913370442364,0.012628439139591453,0.0005888920840199097,-0.00012431449472656564,0.02395550639486969
174,id,11,109,22,1.4053373336791992,df-g1,0.035070686177622934,0.007853212998554682,0.007782491805856225,0.001993334443825664,0.034258569314805615,-0.0006654850459250423,0.0017099943667274857,-0.0006601869959346751,0.0016990813459751355,0.20619469602417034,0.20383542768226054,0.012043062520042634,0.012277612084666554,-0.00017298378723246133,-0.0008582777790709581,0.02431049335102221
196,id,12,114,22,1.5759191513061523,df-g1,0.015138708641018715,0.006283780172314124,0.0063016296343284504,0.0006645893716148275,0.014804396752514873,-4.8627258805770353e-05,0.0003770429761057806,-5.021998460583155e-05,0.00037308969272373954,0.2529898690134532,0.25256655933612365,0.003983662956208213,0.005672700767753929,-0.00016973886386600912,-0.0002977254161922807,0.012776999043085581
202,id,10,104,22,1.1642200946807861,df-g1,0.01819460533370916,0.0032284191897353764,0.0034849785496112082,0.0019025245800688715,0.018173472222589627,-0.00027541811326361126,0.0015239083068743085,-0.00029476663531666225,0.0015198504788210745,0.2151283007443439,0.21331368363020614,0.006511329817905214,0.007467067493701179,1.3177737976349801e-05,0.0002446226933859076,0.013865653838732861
213,id,16,134,23,2.4589691162109375,df-g1,0.011701378586834522,0.003291997245344902,0.003280365655172814,0.0011601915838023824,0.013276474181925513,0.00023213384065457268,0.0009445569255965277,0.00022885219637680532,-0.0005990406038383703,0.3184210976569778,0.319248990457193,0.00251953933714894,0.03700972811304728,-0.0001246064398413571,4.5810648000133014e-05,0.010263146626015334
223,id,18,144,25,2.9647505283355713,df-g1,0.013718501663058116,0.003508948342112461,0.0035396305265213823,0.0010177376352710802,0.013754697620301348,0.0002746227038257,-0.0005817858117842692,0.00025250406667670644,-0.0010683489070096794,0.305276285070258,0.3065971380439444,0.005876664549307975,0.04311679911236066,-1.4273013626719955e-05,0.00011842881224978508,0.012566617098247747
230,id,11,109,22,1.3167757987976074,df-g1,0.02266765179715729,0.004665676763522697,0.004710761201402049,0.0041215312109109375,0.020640312525180414,-0.00037733435842121236,-0.0004993799554114954,-0.00040823095556757893,-0.0005263637793659764,0.2369403078304619,0.2370584406542603,0.008270363816455198,0.011441287440522628,4.469159674153067e-05,-0.00033853292096012316,0.017138441870015654
239,id,11,109,23,1.3593757152557373,df-g1,0.02841600470400023,0.005072408746826795,0.005269314393693721,0.00299056178507282,0.030105907366622893,0.001184410464844148,0.0018258417208065758,0.0011650524289966158,0.0017669477870625762,0.21469420608847548,0.21409231073040952,0.012439617949324513,0.01657450300454584,0.000996642232910433,-0.0007798856612165964,0.02354612855006034
240,id,11,109,23,1.3994569778442383,df-g1,0.027095637416313878,0.005901338246662391,0.006002636223380443,0.0017396935644649091,0.028074185394524987,-0.0009416037191691328,0.0016678151415743432,-0.0009137338567989373,0.0016069636771324104,0.24763085210237765,0.2451101545684463,0.03910516166165203,0.013502664298777315,-0.00013291748213026255,-0.00023616162341652883,0.021489182236036436
245,id,14,124,23,1.8855938911437988,df-g1,0.018027279504611717,0.004770397913780755,0.0048287090602755775,0.0030111407785584523,0.018243913616030387,-0.0004984567512445239,0.0025500352614548903,-0.0005058068468516419,0.0016336399236605709,0.3133793434329925,0.3112398966624803,0.012456499187430897,0.19079587547153834,-0.00024282101837730385,-0.0001158918964140887,0.014909012682704878
260,id,13,119,24,1.7177557945251465,df-g1,0.0322806524937052,0.004725451849203921,0.004498345026909002,0.002831025496664157,0.031302013484831866,0.00038312025799253167,0.0012394939985390188,0.00041876846011096314,0.0010878980286983184,0.2644686486736281,0.26379951910504074,0.06027242576943689,0.03320844622402039,0.0009873080874777118,2.722672332716898e-05,0.026246138113717135
262,id,13,119,24,1.733374834060669,df-g1,0.01684096503338458,0.004017504123300597,0.00413561694400281,0.0008979388540552434,0.018949920983497744,-0.00024698596288680655,0.00011640852002097782,-0.000271105053389592,8.409156155237546e-05,0.2800910276791378,0.2797358310641958,0.008816857532285782,0.0202501329045863,0.0002781367468557283,-0.0002318516978164313,0.015276168221082442
271,id,12,114,23,1.5578651428222656,df-g1,0.0573591606190843,0.014174598123473992,0.014958041126631908,0.0036736601465902014,0.07940701532268249,0.0017389187168256783,0.003672905789635715,0.0008610788202931263,0.003672038693136606,0.15986860775665512,0.15705764788381166,0.03585751277303111,0.009472021336195242,0.0005333457112493278,0.0017053144193095449,0.041352844875481604
282,id,18,144,25,2.877850294113159,df-g1,0.015643593198007604,0.0036362551917861197,0.0036860636636563003,0.001924773744252984,0.015619057501125232,0.0005477584939844519,-0.001081995488925333,0.0005299429906155395,-0.0012356815160235526,0.30686877706095333,0.3086344015675924,0.00818604804520152,0.025779800624332647,0.0006404700889925952,0.0001608100703873877,0.013411494914123339
288,id,14,124,24,1.913752794265747,df-g1,0.014562194500883918,0.0029073457923765034,0.002960822199929959,0.0005470603225549451,0.01570971051162015,0.00018259967075052333,-0.00045672926403055166,0.0001700773001619138,-0.0006891425161317175,0.2861659592893189,0.28702517910561254,0.005906071836332044,0.036530040012660706,0.00039947973998194497,0.0001502835361695612,0.01331262236645041
300,id,12,114,23,1.4737157821655273,df-g1,0.016755643469473742,0.003826709343513812,0.0038719352578360563,0.001992831566491088,0.01866892591445571,-0.0007164259609168541,0.001920694796912819,-0.000724591756048415,0.0017191009594533235,0.22163694448635426,0.21919325177085253,0.006127737160697482,0.024490021696433446,-0.0003729676991374997,-0.00012938124783911167,0.014415481740209977
306,id,16,134,23,2.5451126098632812,df-g1,0.011081555615315104,0.003195469465229195,0.0031719781604193976,0.005598753600857509,0.011840446726013776,-0.00011901887079708455,0.0005221116107606957,-0.00013345841129702718,0.00034820129455485904,0.3631078878677422,0.3626262281618903,0.004185787403689698,0.03281629421754588,2.445186921035125e-05,-1.9470709622007587e-05,0.010169203603721332
310,id,13,119,23,1.8579201698303223,df-g1,0.016169704156067676,0.003103120213076238,0.003098650619710979,0.011948208689607566,0.019662453958514882,0.0001997430994221909,0.000232692106417944,0.0001314602969343659,-5.9678876901655964e-05,0.2923348792966697,0.2925260184705057,0.009668739777098789,0.04265925245650843,0.0006518105601744095,-0.00025769652412309385,0.01626502911899056
329,id,12,114,23,1.4718551635742188,df-g1,0.022872521333655,0.004773169440468905,0.0048791729751856,0.0027729632211671877,0.021307202416057325,-0.0014294835500040688,0.002251101823323768,-0.0014367413930017059,0.002195072892675086,0.19826346324732738,0.19463164896165058,0.0038733154585471686,0.01631536845826092,-0.0011660557739370248,-0.0009461877935505666,0.017097161280736448
331,id,11,109,23,1.383378505706787,df-g1,0.034959314299383336,0.012316665063934806,0.012310318703292846,0.002807155203746848,0.028487544557214448,-0.0012745250827741674,-0.0005132368664924834,-0.001290093519073665,-0.0005153707547557035,0.23714877399430762,0.23637405122998967,0.01312626018153186,0.00647973549420919,-0.0005422192331316911,-0.0007397709734165078,0.02016226369884502
339,id,10,104,22,1.1532695293426514,df-g1,0.029042285731642043,0.007468376885739758,0.0075611278076486745,0.0017925278164049793,0.027954513231762634,-0.000254846982351419,0.0008823935432836625,-0.00024350484798618677,0.0008677307370961312,0.23753607977349406,0.23642484418841175,0.027870837868027784,0.009743227100160108,0.0005968691613636445,-6.545353533997378e-06,0.021258701060737177
344,id,12,114,23,1.507920503616333,df-g1,0.03702880495748056,0.005975558890099819,0.006121168391196701,0.002486446234409017,0.03222145070626229,1.1603789438858257e-05,0.0010546067299438374,-1.0291107122695209e-05,0.001039303043953707,0.16692697658460787,0.16587738243353148,0.01777641829025674,0.020871814248608993,0.0006632599781596638,-0.0006809774378973565,0.020973163950292573
352,id,13,119,24,1.7482380867004395,df-g1,0.02569312474639794,0.006510263321427345,0.006621858515702258,0.001841887219113837,0.02476168589098292,-0.001325015221180922,0.000587044185109741,-0.0013460076914530161,0.0004071488511149801,0.2691846232201813,0.2674314666776133,0.0498716488895923,0.0649512126030406,-0.001234994152546104,-7.446359347305226e-05,0.018570511292955186
370,id,13,119,23,1.7775228023529053,df-g1,0.027495398457631166,0.007735932511884869,0.007651653244573978,0.0018624364715010564,0.025078950329068844,0.001723424275695339,0.0014472032393424057,0.0017023398295238634,0.0012070647040807979,0.2680014927562427,0.26849676788168575,0.02675233621781086,0.03619523047587076,0.001165678726555791,-0.0002388018177972434,0.020380701814797855
664,id,14,124,23,2.45821213722229,df-g1,0.01523566223877609,0.0043146814676440215,0.004318044822551487,0.0008819519342898407,0.015845654314966515,-0.0006694643032298381,-0.0005107342091794577,-0.0006953816554692849,-0.0006787296273487245,0.2906863326861864,0.2906696806580658,0.0070533913001027595,0.045229669928059095,0.00021887870050379954,-0.00010361778266730626,0.013598505469044618
680,id,14,124,23,1.9433503150939941,df-g1,0.016124415447535873,0.0038088332882466602,0.0038406200826582534,0.0017448363114146643,0.01733804811635665,-0.0005885714078842941,-0.0009103580432430878,-0.000628901694270434,-0.0011543393848631733,0.30075782150761965,0.30128325919821236,0.008969290077891767,0.09694871835350198,-0.00023624081342807357,-8.540365751719126e-05,0.01394503678821532
698,id,13,119,22,1.7686378955841064,df-g1,0.020452772449524682,0.0030375103193804875,0.002454004904357006,0.0012873688569273922,0.019613911084762806,-0.000177435264191426,-0.0008802339930191778,-0.0002131766448002781,-0.0011361857361985098,0.26325873734602045,0.2641817464374187,0.015174867140260746,0.03597762637905742,0.00016894860825567015,0.0001185245189189929,0.01733490899663088
701,id,12,114,22,1.5516853332519531,df-g1,0.022045425573841614,0.00379221195534285,0.003821574596348643,0.0025829176650589967,0.02324373099137048,-0.00029957884199183476,-0.002232342518551463,-0.00033878990791097463,-0.0024574661688436666,0.24889477930819606,0.25101345556912874,0.01284506078307273,0.023209423592703563,-0.00016753778693617827,-0.00014726005123995994,0.018690861717847305
706,id,13,119,22,1.7661819458007812,df-g1,0.01885841244871918,0.003591769504247111,0.0035745784247217228,0.0019892198876595283,0.01885900680378098,-0.00022227244636281114,-1.6022777014047908e-05,-0.0003195361270201813,-0.00036291391989028143,0.30994851598308987,0.30999189377596,0.010965313805208354,0.06834341920131444,-0.00018579771386911803,-0.0001352412491136129,0.01570459358859829
709,id,12,114,21,1.6321289539337158,df-g1,0.01503280622622844,0.003182920657657462,0.0032595095631817585,0.0026075735050507505,0.012639433909395816,-0.00045680375067054453,-0.002607565551265586,-0.00046343931148340456,-0.0026714546336858574,0.30350374284334564,0.3057117581655481,0.0031080166120275336,0.008608684596075174,-0.00036304657258018347,-7.573547380665402e-06,0.011701091449796756
722,id,11,109,22,1.3759090900421143,df-g1,0.015530632459879007,0.006270122157552294,0.006209048463277358,0.0010355850856919395,0.015142439392967413,-0.0003437529121271766,0.0007967816683563643,-0.0003428306657621283,0.0007891131787244477,0.246630301805477,0.2454983579609904,0.01112492691296212,0.006414277646119415,-0.000159982806896386,-0.0002928566583097342,0.012590314438521271
731,id,10,104,22,1.1614940166473389,df-g1,0.020879585404407538,0.007844877712589238,0.007798163068347872,0.0019186332276206837,0.019252503642890235,-0.0012944770820659294,0.0005212536501736695,-0.0012949295609840927,0.0005097092345218782,0.26932640286945564,0.2675217640739497,0.018210057792753614,0.009393354521333054,-0.0009627861228731494,-0.0005112564970299223,0.014122365132269714
737,id,11,109,22,1.3994450569152832,df-g1,0.023862272469641826,0.0033596959994959263,0.0033908441009426185,0.002510811124801073,0.018611225269712525,0.0005608017498448679,0.0025097366997208896,0.0005432473430466989,0.002491682586911617,0.25527335553544855,0.2533249202915836,0.004964542295336944,0.010424229692492265,0.0011740086532997795,0.0008563928475399142,0.015788267783862695
739,id,11,109,22,1.3788793087005615,df-g1,0.015861636007421888,0.0030931712549353563,0.0031451711573048497,0.0010521031069036246,0.016859534457064115,-0.0003932474308355599,0.0008981930515740075,-0.00039621901914738133,0.0008723829440798947,0.25929984122952804,0.2580312392663008,0.005717220550262404,0.009854834218849258,-5.019792851856941e-05,0.00017319120355237597,0.015023845645894542
742,id,9,99,22,1.044828176498413,df-g1,0.043039374951030065,0.0072903075635757375,0.0073652730582125505,0.003182812422334138,0.030294920564568128,-7.169762561895686e-05,-0.00161258864876545,-3.6759753454351785e-05,-0.0016174482216015041,0.2256165276368175,0.22719721610496466,0.025982133879151503,0.00733495776870942,0.0007226239748868712,-0.001674072312467625,0.019730685173240118
764,id,7,89,22,0.8909130096435547,df-g1,0.02198411002331878,0.0042170182934206935,0.004294509748938696,0.002149842625344608,0.025056437155931047,-0.0012260287881128004,-0.000796728056712616,-0.0012338188967647157,-0.0008292649838008287,0.2667338768155364,0.2663293229025725,0.005816586882144483,0.027942590210487957,-0.00027936772621078854,-0.00046304054562802677,0.018220391995405302
778,id,14,133,26,2.414052963256836,df-g1,0.024228291208594047,0.005154301086776059,0.005238282027233108,0.003686621836896037,0.025325929561949564,7.959640464455995e-05,0.002772750334816613,3.7704956848683135e-05,0.0013559558023784344,0.25443929621974787,0.2531210453742181,0.011629570155830755,0.06391973782790547,-0.00019832152503540534,-0.00041423755973001974,0.0196194332196096
783,id,16,143,28,2.9151313304901123,df-g1,0.028793143861219284,0.004985511258908559,0.005061654609584411,0.0027098538230726802,0.029146255270308254,-6.408763348400573e-05,0.001143723941998799,-8.126563412363952e-05,0.0010398511144300206,0.2544691808600952,0.25334806411154154,0.02086676803858195,0.025394816496022786,-3.324092506867826e-05,-0.00026696076494711575,0.022805728724190365
800,id,14,133,26,2.2828967571258545,df-g1,0.026299156181776962,0.007112754381704889,0.007117391259845917,0.0024216400011770095,0.022334996735428284,-0.0011675765112076476,-0.001403887466524465,-0.0011723071558424614,-0.0015156358906284334,0.24429267036551874,0.24463599910030473,0.010536657973994315,0.09719582220423087,-0.0004981985061618677,-0.0009695729739389158,0.017401986979656562
806,id,15,138,27,2.7440452575683594,df-g1,0.027537331403975896,0.005240417478585613,0.005235693053114009,0.004106510685364836,0.02788192415377294,-0.0010086176818199376,0.000506196795430912,-0.0010244104606774718,6.206286590383463e-05,0.22998772865406653,0.22890125532748523,0.020041294406500244,0.034121208180964153,-0.00024046745898798072,-0.0007400118234977457,0.024641956095758515
809,id,13,128,26,2.1662962436676025,df-g1,0.0258848584956022,0.0074711613022735435,0.0074411449854189385,0.0015577970378500962,0.029940408888858846,-0.0008846604729877297,0.0007312390448147374,-0.0010202612523427246,0.0004759726212824815,0.2385961436563737,0.23709990978274847,0.017694250465419226,0.026323101134226097,-0.0006373803821284052,-0.00042776059622991365,0.0208429291391266
815,id,10,104,25,1.2397277355194092,df-g1,0.029546620923961098,0.009542189566687398,0.00950275725169166,0.005313865656122281,0.02657726176619322,0.0017026339084637327,0.0006172130488233993,0.0016443604785928434,-0.0003093250391753219,0.2995219841551572,0.3014756696729254,0.010376856779921997,0.0810906637991368,0.001304331177036877,0.00041937660957670764,0.024230369042747273
817,id,11,109,25,1.3417537212371826,df-g1,0.02197720762577916,0.005855226728204599,0.005866533800678561,0.0012386827062789985,0.020565344455772596,-3.0020799961838075e-05,-0.0008131467406995819,-4.9384383459305514e-05,-0.002084588195537404,0.41835587691559256,0.4203910807276707,0.0064492947433422276,0.13377129164230428,0.00030317867152374056,0.00012948001638991846,0.02095139093698213
833,id,13,128,26,2.090428352355957,df-g1,0.017820603857579786,0.0055280358460549905,0.005574431979807272,0.0009582335439836484,0.017048513784721574,-0.00060831212555058,0.0003794239024950793,-0.000610597623379866,0.0003725314402356836,0.22601624124087133,0.22503311217725577,0.00913377867588238,0.005152965840010941,-0.00039141126090366796,-0.0002615604915860298,0.01431247613210761
841,id,11,118,26,1.6983001232147217,df-g1,0.024465436404358335,0.007130145325817239,0.007283884504558657,0.0015229353126649916,0.02269181125968999,-0.0004625805428517809,0.0002422712313007256,-0.00047635688584252156,0.00023174933806216838,0.22891307229148636,0.22820496606758167,0.007059488907962373,0.014760125308961885,-0.00022230186531360663,-0.00027838374876787766,0.016858325773060893
844,id,11,118,26,1.7312006950378418,df-g1,0.016022697873210374,0.003703553315890673,0.003796136146818411,0.0008186047473840775,0.018082883117790053,-0.0005536180734378183,0.00017956020015942129,-0.0005598429389452042,0.0001283576164700928,0.22879055484726885,0.22810235429185355,0.004964007360276099,0.012482752183413664,-0.00010115304494232036,-1.3210076206051496e-05,0.014349398197722688
878,id,16,143,26,2.9025862216949463,df-g1,0.015343931885717187,0.00396946529631137,0.003982833104612427,0.0025487916618249485,0.01443779696715751,-0.00032601579100287087,0.0007451508490785632,-0.0003314372269231647,0.0007084087235719877,0.2422048719791303,0.24116502602863515,0.008762878127962788,0.012095027547916536,-0.00012858853305994233,-0.00015451610264512888,0.013360917047036099
879,id,15,138,26,2.599313974380493,df-g1,0.0192543170312586,0.0042895654792012294,0.004302052634901452,0.0013094209342599092,0.01796747543584302,-0.0005127296272370394,0.0007841891309149314,-0.0005551508235756564,0.0007140714691658209,0.21914385564058828,0.2178746333478468,0.008894968307542396,0.019097303307253694,4.050031749627814e-05,-6.340807464433329e-05,0.015062640762974821
895,id,11,118,25,1.6268773078918457,df-g1,0.02327949793220081,0.006845561998122918,0.006800095488194239,0.0023447176996175202,0.021424805380604293,-0.0015585074273683356,0.002178613701003284,-0.0015687224627186636,0.002160056142578401,0.17985742681226638,0.17612864820696933,0.008006727586681717,0.011722148867624666,-7.960535032860983e-05,-0.0004202306960051222,0.016252399579667138
379,id,12,114,24,1.9947891235351562,df-g1,0.03158025260325395,0.01048337688786205,0.010560049408324487,0.0028562863595301396,0.02669893963172736,-0.0006943843434257928,-0.0001086727037001447,-0.0006293382586607388,-0.00016111507164583844,0.21336523239752003,0.2128970092105051,0.057352964964678135,0.015161543957073031,-8.390923117562732e-05,-0.0018151736825984047,0.018510560249774263
